名称,主たる事業,区分,設備おむつ交換,設備授乳,設備その他,設備内容,箇所数,設置場所,特徴,郵便番号,市区町村,住所,電話番号,FAX,メール,営業時間,定休日,URL,PR（赤ちゃんの駅）
宮代町総合運動公園,体育館、室内プール、グラウンド,公共施設,○,○,×,,4,"【おむつ交換】1階　体育館ロビー、1階　プール棟ロビー
【授乳】1階　体育館更衣室、2階　プール棟ギャラリー席",ロビーでおむつ交換、更衣室、ギャラリー席で授乳ができます。,345-0836 ,宮代町,宮代町大字和戸1834,0480-32-1543,0480-33-7423,,火～土　9：00～21：00／日（4～10月　9：00～18：00、11月～3月　9:00～17:00）,"月、年末年始、祝日直後の平日
※月が祝日のときは開館",http://www.mizuno.co.jp/school/facility/shisetsu_08/,町民の皆さんのスポーツ、レクリエーション活動の拠点となる施設です。スポーツ、レクリエーション活動を通じた交流の場として、ぜひご利用ください。
宮代町保健センター,保健センター,公共施設,○,○,×,,1,【授乳】1階　ロビー,ロビーで、おむつ交換、授乳ができます。,345-0801 ,宮代町,宮代町百間1119,0480-32-1122,0480-32-9464,kenkou@town.miyashiro.saitama.jp,8：30～17：15,土、日、祝日、年末年始,http://www.town.miyashiro.saitama.jp/,
公設宮代福祉医療センター,診療所,公共施設,○,×,×,,1,【授乳】1階　診療所待合所,待合所でおむつ交換ができます。,345-0831 ,宮代町,宮代町大字須賀177,0480-36-2760,0480-36-2761,,月～金　9：30～12：00　14:00～16:00 ／土　8：30～12：00,土曜日午後、日、祝日、年末年始,http://www.jadecom.or.jp/miyasiro/index.html,
久喜市役所(本庁舎),市役所,公共施設,○,○,○,子育て支援情報の提供,9,"【おむつ交換】1階女子トイレ、1階～6階多目的トイレ
【授乳】1階ホール設置型授乳室、1階子育て支援課(搾乳できます)","トイレにおむつ交換台あり
(各男子・女子トイレにベビーチェアあり)
1階ホールに授乳室あり。
子育て支援課にベビーベッドあり。",346-8501,久喜市,久喜市下早見85-3,0480-22-1111,0480-22-3319,kosodateshien@city.kuki.lg.jp,8:30～17:15,土・祝日、12/29～1/3,https://www.city.kuki.lg.jp,子育て支援総合窓口(子育て支援課)では子育て支援情報の提供、子育て相談を行っています。
久喜市立さくら保育園,保育所,教育・習い事,○,○,×,,1,"【おむつ交換】身体障害者用トイレ
【授乳】相談室(搾乳できます)",おむつ交換台あり,346-0034,久喜市,久喜市所久喜1130,0480-21-0787,0480-21-0787,sakura-hoikuen@city.kuki.lg.jp,平日　7:00～19:00、土曜　7:30～18:30,日・祝日,https://www.city.kuki.lg.jp,子育て相談は、随時行なっています。
久喜市立すみれ保育園,保育所,教育・習い事,○,○,×,,1,"【おむつ交換】大人用トイレ
【授乳】相談室(搾乳できます)","大人用トイレ内
おむつ交換台あり",346-0024,久喜市,久喜市北青柳1331,0480-21-0120,0480-24-1784,sumire-hoikuen@city.kuki.lg.jp,平日　7:00～18:30、土曜　7:30～13:30,日・祝日,https://www.city.kuki.lg.jp,子育て相談は、随時行なっています。
久喜市久喜地域子育て支援センター,子育て支援拠点,教育・習い事,○,○,○,子育て支援情報の提供,2,"【おむつ交換】子育て支援室内多目的トイレ
【授乳】子育て支援室(搾乳できます)",トイレにおむつ交換台、子育て支援室内に授乳スペース(ついたて・ソファー)あり,346-0014,久喜市,久喜市吉羽692-1,0480-21-8596,0480-24-1785,kuki-kosodate@city.kuki.lg.jp,9:00～12:00、13:00～16:30,土・日・祝日、12/28～1/4,https://www.city.kuki.lg.jp,親子のふれあいの場として開放しています。乳幼児の親子対象の講習会・講演会・園庭開放等も行っています。
久喜市立中央保育園,保育所,教育・習い事,○,○,×,,1,【おむつ交換+授乳】休憩室(搾乳できます),おむつ交換マットあり,346-0003,久喜市,久喜市久喜中央1-9-1-100,0480-23-6030,0480-24-1767,chuo-hoikuen@city.kuki.lg.jp,平日　7:00～19:00、土曜　7:30～18:30,日・祝日,https://www.city.kuki.lg.jp,子育て相談は、随時行なっています。
ふれあいセンター久喜,福祉事業,公共施設,○,○,×,,3,"【おむつ交換】1階多目的トイレ、2階おもちゃ図書館東側
【おむつ交換+授乳】ファミリーサポートセンター内(開設時間内のみ)(搾乳できます)","1・2階には折りたたみおむつ交換台あり。
ファミリーサポートセンターにはベビーベッド及び授乳コーナーあり。",346-0011,久喜市,久喜市青毛753-1,0480-25-1010,0480-25-1022,shakaifukushi@city.kuki.lg.jp,8:30～21:00,第4土、12/28～1/4,https://www.city.kuki.lg.jp,
久喜市立児童センター,児童センター,教育・習い事,○,○,○,子育て支援情報の提供,2,"【おむつ交換】幼児室横おむつ交換台
【授乳】1階児童静養室(搾乳できます)","ミルク用お湯提供可
多目的トイレ内にベビーチェアあり",346-0014,久喜市,久喜市吉羽1-40-14,0480-21-8181,0480-24-1783,jidocenter@city.kuki.lg.jp,4月～9月　9:00～18:00/10月～3月　9:00～17:00,月・火(第2・4)・祝日、月末日、12/28～1/4,https://www.city.kuki.lg.jp,親子で参加できるイベントを随時行っています
久喜市中央保健センター,保健センター,公共施設,○,○,○,子育て支援情報の提供,2,"【おむつ交換】1階　ロビー
【授乳】待合室(搾乳できます)",ロビーにベビーベッドあり、待合室で授乳可,346-0005,久喜市,久喜市本町5-10-47,0480-21-5354,0480-21-5392,chiikihoken@city.kuki.lg.jp,8:30～17:15,土・日・祝日、12/29～1/3,https://www.city.kuki.lg.jp,毎月1回乳幼児健康相談を行っています。詳しくは、久喜市保健事業日程表やHP、広報紙、電話にてお問合せください。
久喜中央コミュニティセンター,コミュニティセンター,公共施設,○,○,○,子育て支援情報の提供、ベビーチェア,2,1階　女子トイレ、電話室に併設(搾乳できます),"トイレにベビーベッド、ベビーチェアあり
",346-0003,久喜市,久喜市久喜中央4-7-7,0480-21-1550,0480-22-5738,kukichuo-cc@city.kuki.lg,8:30～22:00,第2木、12/28～1/4,https://www.city.kuki.lg.jp,
久喜市久喜東コミュニティセンター,コミュニティセンター,公共施設,○,○,○,子育て支援情報の提供,1,【おむつ交換+授乳】1階　ホール(搾乳できます),おむつ交換台あり、授乳可,346-0016,久喜市,久喜市久喜東1-27-20,0480-21-8030,0480-21-8033,kukihigashi-cc@city.kuki.lg.jp,8:30～22:00,第3木、12/28～1/4,https://www.city.kuki.lg.jp,
久喜市清久コミュニティセンター,コミュニティセンター,公共施設,○,○,○,子育て支援情報の提供、ベビーチェア,2,"【おむつ交換+授乳】保育室(搾乳できます)
【おむつ交換】多目的トイレ","保育室にベビーベッドあり、授乳可
トイレにおむつ交換台、ベビーチェアあり",346-0038,久喜市,久喜市上清久1489-2,0480-25-5321,0480-25-5450,kiyoku-cc@city.kuki.lg.jp,8:30～22:00,第4木、12/28～1/4,https://www.city.kuki.lg.jp,
久喜市立中央図書館,図書館,公共施設,○,○,○,子育て支援情報の提供,1,【おむつ交換+授乳】1階　洗面所(搾乳できます),おむつ交換マットあり,346-0014,久喜市,久喜市吉羽1-40-1,0480-21-0114,0480-29-1184,shogaigakushu@city.kuki.lg.jp,9:00～19:30,第3火・最終の金、12/29～1/3,https://www.city.kuki.lg.jp,月曜日の10時から13時30分まで、育児コンシェルジュが子育て世帯の図書館利用をサポートします。
久喜市立中央幼稚園,幼稚園,教育・習い事,×,×,○,常設の設備は無し。保健室でおむつ交換、授乳は可能。,1,【おむつ交換+授乳】1階保健室(搾乳できます),常設の設備は無し。保健室でおむつ交換、授乳は可能。,346-0022,久喜市,久喜市下早見85-15,0480-22-8547,0480-24-1786,chuo-yochien@city.kuki.lg.jp,8:30～17:00,土・日・祝日,https://www.city.kuki.lg.jp,
久喜総合文化会館,文化会館,公共施設,○,○,×,,1,【おむつ交換+授乳】カルチャーホール1階(搾乳できます),おむつ交換台あり、授乳可,346-0022,久喜市,久喜市下早見140,0480-21-1799,0480-23-6488,,9:00～21:30,第4火、12/28～1/4,https://www.city.kuki.lg.jp,
久喜市総合第1体育館,体育館,公共施設,○,○,×,,1,【おむつ交換+授乳】ホール(搾乳できます),ベビーベッド,346-0029,久喜市,久喜市江面1616,0480-21-3611,0480-21-1455,kukishi_sougou_taiikukan@mainichikogyo.co.jp,9:00～21:00,第4火、12/29～1/3,https://www.city.kuki.lg.jp,
久喜市菖蒲行政センター,市役所支所,公共施設,○,○,○,子育て支援情報の提供,2,"【おむつ交換+授乳】1階　ファミリー・サポート・センター内(搾乳できます)
【おむつ交換】1階女子トイレ",ファミリー・サポート・センターは授乳可、ベビーベッドあり。トイレにおむつ交換台あり。,346-0192,久喜市,久喜市菖蒲町新堀38,0480-85-1111,0480-85-1806,kosodateshien@city.kuki.lg.jp,8:30～17:15,土・日・祝日、12/29～1/3,https://www.city.kuki.lg.jp,
久喜市菖蒲文化会館,文化会館,公共施設,○,○,×,,1,【おむつ交換+授乳】エントランスホール1階(搾乳できます),おむつ交換台あり、授乳可,346-0106,久喜市,久喜市菖蒲町菖蒲85-1,0480‐87-1377,0480-87-1399,,9:00～21:30,第2水、12/28～1/4,https://www.city.kuki.lg.jp,
久喜市労働会館(あやめ会館),労働会館,公共施設,○,×,○,子育て支援情報の提供、ベビーチェア,1,【おむつ交換】1階　女子トイレ、男子トイレ、談話ホール,おむつ交換台、ベビーチェアあり,346-0106,久喜市,久喜市菖蒲町菖蒲193-1,0480-85-1055,,,8:30～22:00,日・水、12/28～1/3,https://www.city.kuki.lg.jp,
久喜市しみん農園菖蒲,市民農園,公共施設,○,×,○,ベビーチェア,1,【おむつ交換】1階　女子トイレ,おむつ交換台、ベビーチェアあり,346-0114,久喜市,久喜市菖蒲町下栢間966-1,0480-85-8266,,nogyoshinko@city.kuki.lg.jp,9:00～17:00,12/29～1/3,https://www.city.kuki.lg.jp,
久喜市しょうぶ会館,児童館,公共施設,○,○,×,,2,"幼児室(ひよこルーム)(搾乳できます)
1階身障者(多目的)トイレ","ベビーシト(折り畳み式おむつ交換台)、
おむつ交換マット、衝立(授乳用)あり",346-0106,久喜市,久喜市菖蒲町菖蒲1077-1,0480-85-0370,0480-85-0626,shobukaikan@city.kuki.lg.jp,月～日　8:30～17:00(会館施設は22:00まで利用可),金・祝日(こどもの日を除く)、12/29～1/3,https://www.city.kuki.lg.jp,当会館は隣保館と児童館の併設館で、乳幼児から高齢者まで幅広く利用されています。特に児童館では幼児向けの事業を多く行っています。詳しくは広報紙等でPRしています。
久喜市森下コミュニティセンター,コミュニティセンター,公共施設,○,○,○,子育て支援情報の提供,2,"【おむつ交換】1階女子トイレ外の側面
【授乳】1階　児童コーナー(搾乳できます)",おむつ交換マットあり,346-0113,久喜市,久喜市菖蒲町下栢間5495-2,0480-85-7811,0480-85-7815,morishita-cc@city.kuki.lg.jp,8:30～22:00,第3月、12/28～1/4,https://www.city.kuki.lg.jp,
久喜市栗橋行政センター,市役所支所,公共施設,○,○,○,子育て支援情報の提供,1,【おむつ交換+授乳】1階打合せ室(搾乳できます),ベビーベッドあり、授乳可,349-1192,久喜市,久喜市間鎌251-1,0480-53-1111,0480-52-6027,kosodateshien@city.kuki.lg.jp,8:30～17:15,土・日・祝日、12/29～1/3,https://www.city.kuki.lg.jp,
久喜市栗橋保健センター,保健センター,公共施設,○,○,○,子育て支援情報の提供,1,【おむつ交換+授乳】指導室(搾乳できます),ベビーベッドあり、授乳可,349-1192,久喜市,久喜市栗橋間鎌251-1,0480-52-5577,0480-52-0123,chiikihoken@city.kuki.lg.jp,8:30～17:15,土・日・祝日、12/29～1/3,https://www.city.kuki.lg.jp,毎月1回乳幼児健康相談を行っています。詳しくは、久喜市保健事業日程表やHP、広報紙、電話にてお問合せください。
久喜市栗橋地域子育て支援センター,子育て支援拠点,教育・習い事,○,○,○,子育て支援情報の提供,1,【おむつ交換+授乳】授乳室(搾乳できます),おむつ交換台、おむつ交換マット・授乳スペース(カーテン・授乳椅子、テーブル)あり,349-1112,久喜市,久喜市中里1048-1,0480-55-1147,0480-55-1146,kurihashi-kosodate@city.kuki.lg.jp,9:00～12:00、13:00～16:30,土・日・祝日・12/28～1/4,https://www.city.kuki.lg.jp,親子のふれあいの場として開放しています。乳幼児の親子対象の広場・イベント・講習会等も行っています。
