特典内容,区分,名称,郵便番号,市区町村,住所,電話番号,FAX,メール,営業時間,定休日,URL,PR（パパ・ママ）
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　大和田店,272-0025,千葉県,千葉県市川市大和田2-11,047-377-4001,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　行徳店,272-0107,千葉県,千葉県市川市押切20-5,047-300-3137,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　南船橋店,273-0013,千葉県,千葉県船橋市若松1-2-7,047-495-1117,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　市川店,272-0821,千葉県,千葉県市川市下貝塚3-8-18,047-373-0090,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　柏店,277-0872,千葉県,千葉県柏市十余二254-329,04-7137-3030,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　八柱店,270-2253,千葉県,千葉県松戸市日暮5-53,047-704-5550,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　新松戸店,270-0034,千葉県,千葉県松戸市新松戸3-277,047-374-5500,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　南柏店,277-0856,千葉県,千葉県柏市新富町1-1-8,04-7141-7770,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　松戸岩瀬店,271-0076,千葉県,千葉県松戸市岩瀬151-4,047-367-1122,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　横浜都筑店,224-0012,神奈川県,神奈川県横浜市都筑区牛久保2-21-12,045-914-5891,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
"優待カード提示で小学生以下のお子様にお好きなデザート又はソフトドリンクをプレゼント!
(ご利用の際は従業員にお声がけ下さい)
※お子様1人につきどちらか1つをお選びください",飲食,すし銚子丸　日吉店,223-0051,神奈川県,神奈川県横浜市港北区箕輪町2-630,045-566-0321,,,11:00～21:00,,https://www.choushimaru.co.jp/,銚子港をはじめ、世界中の海から新鮮な旬のネタを仕入れ、捌きたて握りたてでご提供いたします。毎日捌く新鮮な魚の「あら」をたっぷり使った「あら汁」も絶品!平日(月～金)OPENから14時までは自慢の「あら汁」が無料で飲み放題。(土・日・祝日・GW・お盆・年末年始等の繁忙時期を除きます。)こだわりのデザートや一品料理もおすすめです。お持ち帰りもぜひご利用くださいませ!
